ID,Аты,Автор,Бағасы,Бет саны,Категория,Мұқаба,Толығырақ,URL
141,Қыз Бәтіш пен Ерсейіт,Төлен Әбдік,1700 тг,168,Қазақ әдебиеті,Жұқа,"Кез келген ұлттың тарихы ең алдымен сол халықтың әдебиетінде көрініс табады. Қазіргі қазақ әдебиетінде рухани дамуға, мәдени өркениетке және ұлттық жан дүниемізге өз шығармаларымен елеулі үлес қосқан қаламгерлердің бірі – Төлен Әбдік. Автордың қай туындысын алып қарасаңыз да, басты тақырып ретінде адамзаттың рухани мәселесі көтерілетінін байқайсыз. Жазушының «Қыз Бәтіш пен Ерсейіт» хикаяты - әке мен бала арасындағы қарым-қатынасты, үлкендердің ақылы мен жастардың қателіктері, қоғамдағы моральдық-этикалық құндылықтардың мәніне үңіледі.Кітап барша әдебиетсүйер қауымға арналады.",https://qasymkitap.kz/book/141/
142,Қазақ тарихының әліппесі,Мұхтар Мағауин,2500 тг,312,Қазақ әдебиеті,Жұмсақ,"Советтік құрылым кезінде қазақ халқының өткен тарихы мүлде бұрмаланып келгені мәлім. Отар халықта өзіндік тарих болмауға тиіс еді. Санасы оянып, бүгінгі кіріптар күйіне наразылық туындауы мүмкін.Енді, тәуелсіз заманда ең алғаш жазылған еркін, толымды тарих – Мұхтар Мағауиннің ""Қазақ тарихының әліппесі"" болды. Әліппе ғана емес, нақты дерек, мағлұматтардың негізінде қалыптанған берік ұстын. Қазақ Ордасының XV-XVIII ғасырлар – төрт жүз жылдық шежіресі қамтылған, халқымыздың ерлік дәуірін, елдік сыпатын әйгілеген өзгеше еңбек.Жалпы жұрт санасына айрықша әсер еткен кітаптың жас оқырманға берер таным, білімі де мол.",https://qasymkitap.kz/book/142/
143,Әйел махаббаты,Мұхтар Мағауин,2500 тг,312,Қазақ әдебиеті,Не найдено,"Бұл, мазмұны ерекше жинаққа классик жазушы Мұхтар Мағауиннің сүйіспеншілік, достық туралы бірнеше әңгімесі топталып отыр.Негізгі сарын – адам атаулыға бақыт, қуаныш сыйлайтын нәзік сезім суреттері, сонымен қатар, махаббат азабы, айнымалы мінез, опасыздық пен адал тұрақтылық – бір сөзбен айтқанда, шынайы өмір көріністері.Кітап жасөспірім оқырманға арналған. Бұл әңгімелер жастар мен ересектердің де жүрегіне жол табары хақ.",https://qasymkitap.kz/book/143/
144,Сары қазақ,Мұхтар Мағауин,2500 тг,240,Қазақ әдебиеті,Жұмсақ,"Мұхтар Мағауиннің «Сары қазақ» романы – советтер дәуіріндегі қазақ әдебиетінің ең соңғы шығармасы. 1991 жылы август айында жарыққа жетіп, көпшілікке тараған.Сонымен қатар, «Сары қазақ» – жаңа тәуелсіз қазақ сөзінің алғашқы үлгісі есепті. Осы екі тармақ сөз – мезгілдік меже ғана емес. Бұл роман еркін сөздің өзгеше үлгісін жасап, советтік-коммунистік тәртіп қазақ халқына қаншама қасырет әкелгенін алғаш рет жан-жақты суреттеген шығарма болды. Төңкерістен соңғы зобалаң мен зорлық, қуғын мен қырғын, жаппай ашаршылық, ұлттық рух, ұлттық сыпаттың жанышталуы – мейлінше шынайы көрініс тапқан.«Сары қазақ» романының жалпы оқырман қауым, оның ішінде жаңа, жас ұрпақ алдына тартар ақпараты мен тағлымы айрықша.",https://qasymkitap.kz/book/144/
145,Тазының өлімі,Мұхтар Мағауин,2600 тг,320,Қазақ әдебиеті,Жұмсақ,"Бұл жинаққа Мұхтар Мағауиннің көпшілікке танымал, алды бірнеше шет тілге аударылған төрт хикаяты топталып отыр.«Тазының өлімі» – қызғылықты аңшылық әңгімесі ғана емес, қарапайым ауыл адамдарының қилы тағдыры, советтер заманында ұлттық дәстүрдің шетке қағылып, аяқасты болуы туралы сырлы толғау. Осыған үндес, атбегілік салт негізінде қазақ халқының рухани қасиеті ардақталатын «Жүйрік» хикаяты да, танымдық қана емес, әлеуметтік сыпаты айқын, өзгеше туынды.Ал «Шипалы Арасан» хикаятына немістің ұлы ақыны Гөте өмірінің соңғы кезеңіндегі дарқан сезім мен шығармашылық серпін өзек болған. «Қисық ағаш» хикаятында тәуелсіздік заманының алғашқы кезеңіндегі, отаршылдық зардабынан әлі арылып болмаған күрделі ахуал көрініс табады.",https://qasymkitap.kz/book/145/
146,Сүлеймен патшаның кеніші,Генри Райдер Хаггард,2900 тг,416,Әлем әдебиеті,Жұқа,"Генри Райдер Хаггард (1856 – 1925) – танымал ағылшын жазушысы, қызық оқиғалы және тарихи романдар шебері. «Сүлеймен патшаның кеніші» – күні бүгінде әлем әдебиетіндегі ең көп таралған шығармалардың бірі. Роман қашанда қызғылықты оқылса, өз тұсында жаңалықты шығарма болды. Қаламгер ол заманда христиан әлемінде адам қатарына саналмаған қара түсті халықтарды, бұл ретте зәңгі зұлыс жұртын өр рухты, нәзік, таза сезімді, рухани дамыған халық ретінде сыпаттаған. Қазірде үйреншікті жағдай десек те, озық ойлы қаламгердің оқиға өрбіту, шытырманнан жол тапқан шеберлігі аталмыш романды ешқашан ескірмес туындылар қатарына қосқан еді.«Сүлеймен патшаның кеніші» – қазақ үшін де мән-мағынасын жоғалтпайтын, көп оқылымды роман ретінде қала бермек.",https://qasymkitap.kz/book/146/
147,Бердібек Соқпақбаевтің таңдамалы шығармалар жинағы,Бердібек Соқпақбаев,4500 тг,552,Қазақ әдебиеті,Қатты,"Балалар әдебиетінің бәйтерегі, көркемсөз әлеміне есімін алтын әріптермен қалдырған талантты жазушы Бердібек Соқпақбаевтың биыл 100 жылдық мерейтойы. Осыған орай бұл жинақта өзгелерге еліктеп емес, нақ өмірдің өзінен сабақ алған қаламгердің «Балалық шаққа саяхат», «Менің атым Қожа», «Жекпе-жек», «Аяжан», «Ергежейлі еліне саяхат» сынды бірқатар классикалық туындылары ұсынылып отыр.Кітап – шынайы өнер туындысын бағалай білетін барша оқырман қауымға арналады.",https://qasymkitap.kz/book/147/
148,Ел шетінде,Сомерсет Моэм,2500 тг,288,Әлем әдебиеті,Жұқа,"Сомерсет Моэм – әлемге әйгілі ағылшын жазушысы. Көптеген роман, драмалық шығармалар, эссе, жолжазбалар авторы. Әсіресе көркем әңгіменің шебері ретінде танылған. Әрқилы тағдыр, төтенше оқиғалар қандай да оқырманды баурап алады.Мұхтар Мағауин С.Моэмді әлем әдебиетіндегі Мопассан, Чехов, Акутагавамен теңдес, ең танымал әңгімеші ретінде бағалаған.«Ел шетінде» – әлемдік классиктің таңдама тоғыз әңгімесін қамтыған, жалпы жұрт үшін тартымды, қызғылықты кітап. Ал жас оқырман, оның ішінде жазушылық еңбекке талапкер үшін көп нәрсеге үйретер, үздік үлгі.",https://qasymkitap.kz/book/148/
149,Улуру,Тұрсынбек Әлиұлы,1700 тг,168,Қазақ әдебиеті,Жұмсақ,"«Улуру» романы соңғы ширек ғасырда, дәлірегі тәуелсіздіктен кейінгі қазақ әдебиетінде ең көп оқылған шығарма. Тілі қарапайым, оқиғалар желісі шым-шытырық әрі мазмұны жиһангерлік хикаялармен ұштасқан. Негізінде желілес бес кітаптан тұратын романның әрбір кітабы өз алдына жеке туынды іспетті. Осы романның «Австралияда нең бар еді, құлыным?!» атты бірінші бөлімін жеке кітап ретінде оқырмандарға ұсынып отырмыз.Кітап әдебиеттен қазіргі заман оқиғаларын іздеп жүріп оқитын барша оқырман қауымға арналады.",https://qasymkitap.kz/book/149/
150,Қара жел,Бекежан Тілегенов,3100 тг,360,Қазақ әдебиеті,Қатты,"Қолыңыздағы кітапта жазушы адамзат баласының тарихында қасіретті қаріптермен таңбаланған Семейдегі атом полигонының зардаптарынан жапа шеккен жандардың тағдырын суреттейді. «Қара жел» романы тәуелсіздік жылдарында өмірге келген бірегей туынды. Қатыгездік қолымен жасалған осынау бір ауыр оқиғалар қаламгер кескіндеген кейіпкерлер мен сомдаған суреттер арқылы соны соқпақ тапқан.Кітап өткенін саралап, келешегін көркемдік жібімен сабақтауға ниетті оқырмандарға арналады.",https://qasymkitap.kz/book/150/
151,Сексен алтыншы жыл,Бекежан Тілегенов,3500 тг,480,Қазақ әдебиеті,Не найдено,"Бұл кітапта тәуелсіздікке тілекші болған жастар мен өткен ғасырда биік мінберлерде мінсіз болып көрінген жандардың кескін-келбеті, ХХ ғасырдың сексенінші жылдарындағы саяси ахуал суреттелген. Жазушының байқампаздығын білдіретін, аңғарымпаздығын айқындайтын роман қалам иесінің жаңа қырын ашады.Кітап әдебиет әлемін серік еткен санасы сергек оқырмандарға арналады.",https://qasymkitap.kz/book/151/
152,Махаббат диалогы,Мұқағали Мақатаев,1700 тг,128,Қазақ әдебиеті,Қатты,"Бұл жинақ – адам жанының нәзік иірімдеріне үңілген лирикалық әлемнің көрінісі. Мұқағали Мақатаевтың өлеңдері әр сөзінде жүрек сазын, өмір тынысын, табиғаттың мәңгілік сұлулығын әуезді өрнектейді. Ақынның қаламы туған жердің топырағынан бастау алған жан толқындарын, күрсіністер мен қуанған сәттерді әсерлі шынайылықпен жеткізеді. Жинақтағы әрбір жолдан қуаныш пен мұң, нәзіктік пен батылдық, өмірге деген шексіз махаббат пен терең толғаныс сезіледі.Ақынның шеберлігі – қарапайым сөздермен оқырманды өз сезімдерінің шыңына жетелеуінде.Мұқағали поэзиясы – мәңгілікке бет алған өмір дастаны, ол әр жүрекке үн қатады, өз сырын сыбырлайды.",https://qasymkitap.kz/book/152/
153,Алтын Орда,Мұхтар Мағауин,4900 тг,Не найдено,Қазақ әдебиеті,Не найдено,"Арыдағы Түрік қағанаттары, берідегі Шыңғыс хан империясы – Еке Моғұлұлысынан соңғы дәуірде бүткіл дерлік Еуразия – Ертіс өзенінен Дунай дарияныңатырауы мен Қарпат тауларының етегіне дейінгі ұланғайыр алқапта орныққан Алтын Орда – адамзат тарихындағы ең ұлы мемлекеттердің бірі болды. Ұлылығы –байтақ иелігі, әскери қуатымен қатар, өз заманындағы аса жоғары мәдениеті мензаттық және рухани байлығында жатқан. Тума табиғатында Жошы ұлысы аталғаносыншама ұлағатты мемлекет 1220 жылдан 1480 жылға дейін, яғни тұтас бір дәуір– екі жүз алпыс жыл бойы салтанат құрды. Бар жағынан әлемнің алдында тұрды.Әйткенмен, күні-бүгінге Алтын Орданың ақиқат, әрі толық шежіресі жазылып,таңбаға түспеген еді. Ол аз болғандай, отаршыл Орыс көзқарасы бойынша, бар тарихы бұрмаланып келген. Батыс ғылымындағы бірлі-жар зерттеулерді айтпасақ,тек советтік құрсаудан соңғы кезеңде ғана бұл тақырыпты шынайы, жан-жақты тануға жол ашылды. Осы орайда Жошы ұлысы – Ұлұғ Ұлыстың ең басты, негізгі мұрагері – бүгінгі Қазақстан деп білсек, әйгілі жазушы, даңғыл тарихшы Мұхтар Мағауиннің «Алтын Орда» кітабының мән-маңызы айқындала түспек. Біздің жұрттағыжаңа сөз, жаңаша көзқарас, әрі өткендегі олқының орнын толтырар, жан-жақты,терең толғау.",https://qasymkitap.kz/book/153/
154,Алтын Орда. Мерейтойлық басылым,Мұхтар Мағауин,9900 тг,Не найдено,Қазақ әдебиеті,Қатты,«Алтын Орда» тарихи монографиясының осы жаңа басылымы Мұхтар Мағауиннің 85 жылдық мерейтойы мен 65 жылдық қаламгерлік қызметінің құрметіне орай жарияланып отыр.,https://qasymkitap.kz/book/154/
155,Ортаншы ұл,Машқар Гумеров,1700 тг,158,Қазақ әдебиеті,Не найдено,"Бұл кітапқа ерекше жазушы Машқар Гумеровтың «Ортаншы ұл» мен «Жаза» атты екі шығармасы енген.Отбасындағы ортаншы ұл Алмастың хикаясы сізді бірден баурап алады, оның жазғы демалыс кезіндегі ауылдағыкүндері мен ішкі сезімдері жасөспірімдердің жүрегіндегі көп толқынысына дөп түсері анық. Ал «Жаза» повесіндегі Думан би кештерін ұйымдастырғаны үшін жазалы болды ма, әлде басқа жағдай орын алды ма? Жоғары сынып оқушыларының басынан өткен қызықты оқиғасы да, алғашқы махаббат сезімі де әдемі, шынайы. Бала мен оқушы жанын түсінуге көмектесетін екі туынды ұстаздар мен ата-аналар үшін де өте пайдалы кітап дер едік.Балғын жүректерді адамгершілікке, қайсарлыққа және отбасы құндылығын бағалауға шақыратын бұл кітап барша оқырманға арналады",https://qasymkitap.kz/book/155/
156,Қайран шешем,Сәуірбек Бақбергенов,2700 тг,352,Қазақ әдебиеті,Жұмсақ,"Сәуірбек Бақбергеновтың «Қайран шешем» романы – күй өнерінің дүлдүлі Дина Нұрпейісованың балалық, шығармашылық ғұмыр жолы арқау болған туынды. Өнер адамының өмір жолындағы тағдырлар тоғысы және дәстүр мен заманның өзара байланысы шебер суреттеледі. Тарихтың тереңінде қалған оқиғалар кейіпкерлер тағдырында жаңғырып, оқырманды ғажайып сезімге бөлейді. Жазушының көркем тілі арқылы күй күмбірін бойыңызда балқытып, дала табиғатының тынысын сезінесіз.Шығарма ұлттық мұра мен қазіргі заманның үндестігін іздеген барша оқырманға арналады.",https://qasymkitap.kz/book/156/
157,Сары кітап,Едіге Мағауин,3600 тг,520,Қазақ әдебиеті,Қатты,"«Сары кітап» – халқымыздың қайғысы мен жан айқайын бейнелейтін, тарихта өшпес із қалдырған зұлмат жылдардың естеліктер жинағы. Едіге Мағауиннің бұл еңбегі – өткеннің азабын терең зерттеп, сол заманның азалы бейнесін қайта тірілтетін маңызды туынды. Аштықтың салдарынан үш миллионға жуық адамның қырылуы – ұлт болмысына, руханияты мен мәдениетіне орасан зиян тигізгені, сол кезеңнің халық жадында мәңгі қалдырған ауыр жарасы екенін көрсетеді. «Сары кітап» – сол бір қасіретті жылдарды басынан өткерген тікелей куәлардың көзкөрген жазбалары.1989–1994 жылдар орайында республикалық әдеби «Жұлдыз» журналында жарияланған естеліктер енді жинақталып, жалпы жұрт алдына қайыра тартылып отыр. Кітаптың авторлық құқығы – кезінде осы қажетті, ізгілікті шаруаны жүзеге асырған “Жұлдыз” журналының иелігінде. Бұл сөз осы кітапты құрастырушыға да тікелей қатысты.Кітап барша оқырманға арналады.",https://qasymkitap.kz/book/157/
158,Ұлы жұттың жазбалары,Валерий Михайлов,3100 тг,376,Қазақ әдебиеті,Не найдено,Бұл кітап – 30-жылдардың басында орын алған қазақ қасіретінің себеп-салдарын зерттеген алғашқы үлкен еңбектердің бірі. Кітапта жаппай ұжымдастыру кезінде большевиктер жүзеге асыруға тырысқан геноцид – тұтас бір ұлтты жою әрекеттері жан-жақты баяндалады. Миллионнан астам қазақты құрбан еткен «маңызды» іс-шараны жүзеге асырған Ленин мен Сталиннің сенімді серігі – Ф.И.Голощекин. Кітапта ұлы қырғынды көзімен көрген куәгерлердің де естеліктері келтірілген.Кітап көпшілік оқырманға арналған.,https://qasymkitap.kz/book/158/
159,Қаракөз қарындас,Жекен Жұмақанов,2100 тг,248,Қазақ әдебиеті,Не найдено,"Бұл кітапта Жекен Жұмақановтың адамгершілік, мейірімділік пен шынайы құндылықтар жайлы жазылған әсерлі әңгімелері жинақталған.Ішіндегі ең танымал әңгімелердің бірі – «Қаракөз қарындас». Бөбек кезінде соғыс зардабынан бөтен елде қалған қазақ қызының тағдыры, оның өз тегін, тілін, халқын танып-білудегі ізденістері оқырман жүрегіне рух сыйлайды. Автор оқырманды ізгілік мен жанашырлық сезімдеріне бөлеп, әр адамның жүрегінде жақсылықтың орын алуы керек екенін еске салады.Кітапта қазақы болмыс, ұлттық құндылықтар мен рухани тазалық тамаша суреттелген. Кітапсүйер барша оқырманға арналады.",https://qasymkitap.kz/book/159/
160,Абайдың суреті,Мұхтар Мағауин,1900 тг,154,Қазақ әдебиеті,Қатты,"Қазақтың қабырғалы қаламгері Мұхтар Мағауин шынайы суреткерлігімен қатар, озық зерттеушілік дарынымен көпке мәлім. Қолдарыңыздағы кітапқа жазушының ой-толғам, зерттеу сыпаты басым аса құнды үш еңбегі еніп отыр.Олар: «Абайдың суреті», «Абайдың белгісіз әңгімесі» және «Абайдың тойы».Жазушының үш еңбегі де қазақ мәдениеті мен тарихына олжа салар кесек пайымдар. Ал «Абай суретінің» жөні бөлек. Бұл Хәкім Абайдың даналық һәм адами сипатын еріксіз таңдандыра көз алдыңа әкелер бірегей хикаят.Кітап ұлт алыптарын көзінің қарашығындай қадірлейтін барша оқырман қауымға арналады.",https://qasymkitap.kz/book/160/
161,Улуру. Ауаға оралу,Тұрсынбек Әлиұлы,2100 тг,240,Қазақ әдебиеті,Жұмсақ,"Бұл кітапта оқырманды лезде баурап алатын, шытырман оқиғалы «Улуру» романының екінші және үшінші бөлімі берілген. Шығармада бас кейіпкер сүйіктісі Ауа мен ұлын көруді армандап, Отты жер аралына қайтадан жол тартады. Ал сапары қиындықтар мен сан түрлі қызыққа толы…Қарапайым тілмен өрілген бұл туынды өміріне жаңа серпіліс іздеген барша жанға арналады.",https://qasymkitap.kz/book/161/
162,Шыңғыс хан,Василий Ян,4500 тг,376,Әлем әдебиеті,Не найдено,"Василий Янның «Шыңғыс хан» романы – тарихтың тереңінен сыр шертетін, ұлы сайыпқыранның тұлғалық болмысын ашатын көркем туынды. Шыңғыс хан – тек қайталанбас әскербасы, қайсар рухты билеуші ғана емес, сонымен қатар темірдей тәртібі мен көрегендігі арқылы империя құрған ерекше тарихи тұлға. Автор оның тағдырын суреттей отырып, көшбасшылықтың, ерік-жігердің, табандылықтың мәнін терең көрсетеді. Роман билік пен әділет, күрес пен мақсатқа жету жолындағы қиындықтар туралы ой салатын құнды шығарма. Оқырманды тарихты терең түсінуге, тағдырдың сынақтарына төтеп беруге және шешім қабылдауда даналық танытуға баулиды.Бұл кітап – күшті рух пен ұлы мақсаттар жолындағы күрес туралы баяндайтын, оқырманды ойландыратын әрі шабыттандыратын әдеби ескерткіш.",https://qasymkitap.kz/book/162/
163,Патефон,Мархабат Байғұт,1800 тг,176,Қазақ әдебиеті,Жұмсақ,"«Патефон» – жүрекке жылу сыйлайтын, мейірім мен адалдықтың үніндей әсерлі шығарма. Соғыстан кейінгі ауыл өмірі, қарапайым адамдардың жан дүниесіндегі ізгілік пен қамқорлық, балаға деген шексіз махаббат – осының бәрі бір кітапқа сыйып тұр. Кейіпкерлері де, оқиғалары да шын өмірдің айнасы іспетті. Бала жүрегіне сенім ұялатқан Әсем апайдың қамқорлығы, еңбек пен адалдықтың құдіреті, әділдік үшін күрес – бәрі оқырманды толғандырмай қоймайды.Бұл повесте мәжбүрлеу жоқ, тек жүректен жүрекке жететін тәрбие бар. Байғұттың әр шығармасы сағынышқа, күлкі мен мұңға, өмірдің шынайы бояуларына толы.«Патефон» повесі жас ұрпақтың бойына ізгілік дәнін егетін ұстаздар мен ата-аналарға және жас оқырмандарға арналады.",https://qasymkitap.kz/book/163/
164,Ақиқат пен аңыз,Әзілхан Нұршайықов,4700 тг,420,Қазақ әдебиеті,Қатты,"Әзілхан Нұршайықовтың «Ақиқат пен аңыз» роман-диалогы – көркемдік стилде жазылған, қазақ романдарының тарихында өзіндік айрықша орны бар туынды. Романда халқымыздың даңқты перзенті, аты аңызға айналған Бауыржан Момышұлының тұлғасы шынайы әрі көркем бейнеленген. Шығарма сұхбат арқылы өріліп, батырдың өмір жолы, мінез-құлқы, ерлік істері мен адамгершілік ұстанымдарыкеңінен ашылады.Жауға деген өшпенділік пен Отанға деген сүйіспеншілікті өз қол астындағы әрбір сарбаздың жүрегіне еккен Бауыржан Момышұлы хақында жазылған «Ақиқат пен аңыз» – ерлік пен елдікке деген тағзым, шындықты ардақтаған әр ұрпаққа аманат етілген рухани мұра.Бұл роман барша оқырман қауымға арналады.",https://qasymkitap.kz/book/164/
165,Қозы Көрпеш - Баян Сұлу,Халық ауыз әдебиеті,1500 тг,128,Қазақ әдебиеті,Қатты,"«Қозы Көрпеш – Баян сұлу» – махаббат пен адалдықтың мәңгілік жыры. Бұл жырда асыл сезімнің тазалығы, әділдік пен ар-намыстың биіктігі, махаббат жолындағы құрбандық пен қайсарлық көркем сипатталған. Екі жүректің бір-біріне деген кіршіксіз сезімі тағдырдың қатал сынына ұшырап, сараңдық пен опасыздықтың құрбанына айналады.Алайда сүйгенінің кегін қайтарған Баянның өжеттігі, әділетсіздікке қарсы күресі оқырманға жігер беріп, махаббаттың тек тәтті арман емес, үлкен сынақ екенін ұғындырады.Бұл жыр көркем сөздің құдіретін түсінетін, ұлттық рухани мұраға, қазақ халқының асыл мұраттарына қызығушылық танытатын жанның көңіл түкпірінен орын алары сөзсіз",https://qasymkitap.kz/book/165/
166,Жаяу Мұса,Зейтін Ақышев,4300 тг,464,Қазақ әдебиеті,Қатты,"Зейтін Ақышевтің бұл кітабында күллі қазақ жұртына белгілі өнерпаз Жаяу Мұса Байжанұлының өмірі баяндалған. 94 жыл өмір сүрген әнші-сазгердің өмірі тұтас бір дәуірдің бейнесі іспетті. Әділетсіздікке, қорлыққа қарсы өлеңі мен өнерін құрал ғып шайқасып өткен тұлғаның бейнесін жазушы романда нанымды жеткізген. Шығармада тек Жаяу Мұсаның ел арасында өнер көрсетіп, серілік құрып жүрген шақтары ғана емес, сол замандағы саяси-әлеуметтік жағдай мен қазақ даласындағы оқиғалар легі суреттеледі.Кітап ұлтымыздың тарихи тұлғаларына қызығушылық танытатын барша оқырман қауымға арналады.",https://qasymkitap.kz/book/166/
167,Көкмұнар,Мұхтар Мағауин,3300 тг,316,Қазақ әдебиеті,Қатты,"Классик қаламгердің «Көк мұнар» романы алғаш баспа бетін көргенде-ақ үлкен дүмпу тудырған. Оқырман тарапынан ықылас жоғары болса, әдеби, сыни және басқа да жауапты идеологиялық органдар ашық қарсылық танытқан. Шығарманың басты кейіпкері – Едіге ауылдан Алматыға келіп, ғылым жолын таңдаған жас жігіт. Ол адалдығы мен шынайылығын сақтап қалуға тырысады, алайда ғылым мен қоғамдағы әділетсіздіктерге тап болып, өз ғылыми еңбегінің ұрлануы мен махаббаттағы сәтсіздіктер сияқты қиындықтарды бастан кешіреді. Оның ішкі жан дүниесіндегі күрес романның негізгі өзегін құрайды.Кітап сөз өнерін ұлықтаған барша оқырманға арналады.",https://qasymkitap.kz/book/167/
168,Қазақ тарихының әліппесі,Мұхтар Мағауин,3100 тг,306,Қазақ әдебиеті,Не найдено,"Советтік құрылым кезінде қазақ халқының өткен тарихы мүлде бұрмаланып келгені мәлім. Отар халықта өзіндік тарих болмауға тиіс еді. Санасы оянып, бүгінгі кі-ріптар күйіне наразылық туындауы мүмкін.Енді, тәуелсіз заманда ең алғаш жазылған еркін, то-лымды тарих – Мұхтар Мағауиннің «Қазақ тарихының әліппесі» болды. Әліппе ғана емес, нақты дерек, мағлұ-маттардың негізінде қалыптанған берік ұстын. Қазақ Ордасының XV-XVIII ғасырлар – төрт жүз жылдық шежіре-сі қамтылған, халқымыздың ерлік дәуірін, елдік сыпатын әйгілеген өзгеше еңбек.Жалпы жұрт санасына айрықша әсер еткен кітаптың жас оқырманға берер таным, білімі де мол.",https://qasymkitap.kz/book/168/
169,Бір атаның балалары,Мұхтар Мағауин,1500 тг,99,Қазақ әдебиеті,Не найдено,"Дарынды жазушы Мұхтар Мағауиннің өмір шындығына негізделіп жазылған «Бір атаның балалары» шығармасында бір мезетте бірнеше тағдыр тоғысып, түрлі оқиғалар желісі қатар өріледі. Әңгіме соғыс жылдарындағы аядай қазақ ауылына – қазақтан өзге неміс, татар, орыс сынды ұлттардың жетім қалған балаларының әкелінуінен бастау алады. Осыдан кейін автор неміс Зигфрид, ағайынды Нартай мен Ертай, сондай-ақ ұлты белгісіз Яков тағдырына жеке-жеке үңіледі.Бұл туынды – тек соғыс қасіретін емес, адамзаттың ең асыл қасиеттерін: қамқорлық, мейірім, ұлт пен ұлысқа бөлмейтін кең жүректі қазақ халқының бауырмалдығын терең сезіндіретін мәңгілік құндылық.",https://qasymkitap.kz/book/169/
170,Қара сөздер,Абай Құнанбайұлы,1700 тг,128,Қазақ әдебиеті,Қатты,"Ұлы ойшыл Абай Құнанбайұлының «Қара сөздері» – қазақ әдебиетінің ғана емес, бүкіл адамзаттық ой-сана тарихының жауһар-жақұты. Бұл туынды ақынның даналыққа, адамгершілікке, білімге шақырған терең толғаныстарынан құралған. Әрбір қара сөз – өмірдің мәнін, қоғам мен адамның қарым-қатынасын, адамгершілік пен даналықтың түпкі негізін ашып көрсетеді.Абайдың ойлары тек ХІХ ғасырдағы қазақ қоғамына ғана емес, бүгінгі оқырманға да рухани бағыт берер шамшырақ.",https://qasymkitap.kz/book/170/
171,Аласталғандар,Виктор Гюго,10900 тг,1400,Әлем әдебиеті,Қатты,"Француз әдебиетінің алып тұлғасы Виктор Гюгоның «Аласталғандар» романы – адамгершілік, әділет, кешірім мен үміт жайлы терең шығарма. Бұл томда басты кейіпкер Жан Вальжанның ауыр тағдыры баяндалады: нан ұрлағаны үшін 19 жылға сотталып, бостандыққа шыққан соң қоғамның қатал көзқарасына тап болады. Алайда мейірімді епископтың ықпалы оның өмірін түбегейлі өзгертеді.Оқиға барысында Жан Вальжан өз аты-жөнінен бас тартып, жаңа өмір бастайды. Ол енді адал еңбекпен табыс табуға, адамдарға көмектесуге ұмтылады. Бірақ өткен өмірдің көлеңкесі мен полиция инспекторы Жавердің үнемі ізінен қалмауы оны тығырыққа тірейді. Өзге де басты кейіпкерлердің өмір сынақтары өте әсерлі. Фантина — қызы үшін өзін құрбан еткен ана, Козетта — мейірім мен қорған іздеген бала, ал Мариус — сезім мен заман идеалдарының арасында теңдік іздеген жас жігіт.Шығарма шынайы оқиғалар мен терең психологиялық сипаттамалар арқылы оқырманды ойға жетелейді. Гуманистік рухқа толы бұл туынды кез келген дәуірде өзектілігін жоғалтпайды.",https://qasymkitap.kz/book/171/
172,Граф Монте-Кристо,Александр Дюма,9900 тг,1400,Әлем әдебиеті,Не найдено,"«Граф Монте-Кристо» – француз әдебиетінің өлмес классигі Александр Дюманың ең қызықты туындысы және көлемі жағынан әлемдегі ең үлкен авантюралық роман. Бұл томда жас теңізші Эдмон Дантестің қайғылы тағдыры суреттеледі. Ол өмірінің ең бақытты сәтінде қызғаныш пен сатқындықтың құрбанына айналады. Қаскүнемдер оны жалған айыппен түрмеге қаматады, сөйтіп Эдмон әйгілі Иф қамалына түседі. Оның өмірінің өзгеруіне аббат Фария атты жан әсер етіп, теңізші Эдмон мүлде басқа адамға айналады.Автор әр кейіпкердің ішкі жан арпалысын бейнелей отырып, өмір мен өлім, кешірім мен өшпенділік, сенім мен сатқындық сынды мәңгілік тақырыптарды қозғайды.",https://qasymkitap.kz/book/172/
173,Педагогика,Мағжан Жұмабаев,1900 тг,180,Қазақ әдебиеті,Не найдено,"«Педагогика» – қазақтың ұлы ақыны, көрнекті ағартушысы Мағжан Жұмабаевтың алғаш 1922 және 1923 жылдары жарық көрген, педагогика мен әдістеме ғылымдарына зор үлес қосқан еңбегі.Бұл оқулықта ғалым ақыл, мінез-құлық, сұлулық, дене тәрбиесі сияқты тақырыптарды жеке-жеке қарастырып, педагогика ғылымын жан-жақты саралайды.Қазақы таным аясында жатық тілмен жазылған бұл еңбек – болашақ ұрпақ тәрбиесін жоғары қойған ұстаздар мен мұғалімдерге, ата-аналар мен тәрбиешілерге, сондай-ақ жалпы жұртшылыққа арналған.",https://qasymkitap.kz/book/173/
174,Қара қыз,Мұхтар Мағауин,1900 тг,163,Қазақ әдебиеті,Жұмсақ,"Тың тақырыптар мен өзгеше көркемдік құрылым арқылы проза жанрын жаңа белеске көтерген, сөз өнерінің сардары – Мұхтар Мағауин.Осы жинаққа қаламгердің қазақ әдебиетінің алтын қорына енген, оқырманды терең ойға жетелейтін, терең тебіреніс пен нәзік сезімге толы «Қара қыз» бен «Өмір жыры» атты хикаяттары топтастырылған.Бұл шығармаларында жазушы заман болмысы мен адам жанын шебер ұштастырып, көркемдік үйлесімділіктің биік үлгісін көрсетеді.",https://qasymkitap.kz/book/174/
